text	label
陆家嘴与陆家B股合资收购上海一写字楼 上海陆家嘴金融贸易区开发股份有限公司关于收购上海浦项商务广场大厦的申请已通过中国政府有关部门的审核批准。 观点地产网讯：7月29日晚间，上海陆家嘴金融贸易区开发股份有限公司发布公告称，关于收购上海浦项商务广场大厦的申请已通过中国政府有关部门的审核批准。 据悉，公司于2009年3月20日曾发布公告，披露上海陆家嘴金融贸易区开发股份有限公司与上海陆家嘴金融贸易区联合发展有限公司共同出资，以收购项目公司上海浦项房地产开发有限公司股权的方式收购上海浦项商务广场大厦的全部资产。目前，上述交易已通过中国政府有关部门的审核批准，相关付款、登记变更、项目公司实际交接等手续已经全部办理完毕。 我要评论	房产
昌平新盘枫丹2号小户型在售V团购享折上折 枫丹2号(论坛 相册 户型 样板间 点评 地图搜索) 项目已于17日开盘销售，新浪乐居于4月15日(周五)10点进行独家网络摇号，项目主推40-60平米小空间，精装现房，共95户。均价15800元/平米，现参与乐居V团购可享正常折扣后再直降6000元。昌平区枫丹丽舍西路2号楼。项目为一栋3-4层的板楼，为东西朝向。 枫丹2号位于城铁13号线霍营站旁。周边的现有路网十分发达，交通大环境十分优越。现有13号线、5号线、10号线及8号线 (2012年通车)。步行10分钟可到达13号线霍营站，乘坐13号线半小时可到达东直门和西直门，途经上地，五道口，中关村，望京等区域。 >>点击报名参加乐居V团购 独享更多热盘特惠 枫丹2号小区门口有的十余条公交线路，315、432、444、462、629、691、810、814、运通117、运通119，可直达上地，中关村，六里桥，马甸，望京，朝阳门等地。项目紧邻京藏高速。 以上信息仅供参考，最终以开发商公布为准。本稿件为新浪乐居独家原创稿件，版权所有，引用或转载请注明出处。 订阅会员置业刊 我们将直接把最新的热盘动向发送到您的邮箱 更多热盘推荐：重拳限购外地人买房别愁 总价50万拿下便宜房 精装纯新盘 淘最全打折盘 最新楼盘户型展示 遍搜京城准现房 楼市最火百盘榜 我要评论 房产导航：	房产
4号线旁蓝光云鼎精装50-68平米小户型享97折 蓝光云鼎 (论坛 相册 户型 样板间 点评 地图搜索) >>点击进入项目网上房展会专属展位 项目目前在售，平层均价25000元/平米，LOFT均价32000元/平米，全款97折。项目位于南四环公益桥正北300米路东，主力户型为精装50-68平米公寓，2012年初入住。 >>4号线沿线项目全搜罗 蓝光·云鼎地处丰台区马家堡，紧邻地铁4号线公益西桥站，是未来城市中心换乘站(地铁4号线，10号线，大兴线)。东距大红门商圈2.5公里，西距首都经济贸易大学，丽泽商圈3公里路程，北至金融街商圈8.5公里路，可快速通达城市核心区域。主力户型为50平米左右小户型，内外装修风格均为经典的ART DECO风格，项目形象纯粹。 以上信息仅供参考，最终以开发商公布为准。本稿件为新浪乐居独家原创稿件，版权所有，引用或转载请注明出处。 点击查看更多打折优惠楼盘信息 点击查看最新楼盘户型展示 我要评论	房产
昌平山水上苑独栋别墅8月开盘8960元起 山水上苑 (相册 户型 样板间 点评 地图搜索) 2010年8月18日开盘，主力户型为300平米左右的小独栋别墅，起价8960元/平米，均价9500元/平米，最高11800元/平米，最低235万/套，平 均280万/套，最高340万/套，2011年10月底入住。容积率0.35，绿化率50%，共200套，物业费3.68元/月/平方米。 山水上苑位于昌平区兴寿镇上苑村南，立汤路、京承高速、八达岭高速上六环，地铁5号线延长线，公交537、 947可到项目。处皇家上苑核心地段，背靠首相山，燕山、军都山三边环饶，常年水清柳绿的运河、秦屯河环绕四周，占足山水优势，该区域被誉为“皇家园林版 块”。周边坐落着20多家高端别墅，拥有成熟的高尚别墅区氛围。拥有九华山庄、龙脉温泉2大国家级温泉疗养院，桃花坞风景区、古皇城景区、上苑画家村等人 文景观，自然文化氛围浓厚。 以上信息仅供参考，最终以开发商公布为准。 点击查看更多打折优惠楼盘信息 点击查看最新楼盘户型展示 我要评论	房产
郑州楼市7月底飙成交量30日成交商品住宅478套 胡审兵/文 郑州楼市(楼市博客)上月底再飙成交量 7月30日成交商品住宅478套，一年多来单日最高 新华网河南频道8月2日讯 郑州晚报报道：7月30日，郑州楼市成交商品住宅478套，创郑州楼市调整一年多来的单日成交量新高，也是7月份第三次出现单日成交突破400套的情况。 郑州房地产市场从2007年底进入调整之后，直到去年10月底国家以及省市政府出台房地产新政后，去年11月，郑州楼市首次出现成交量放大情况，并在11月25日、26日和27日连续三日单日成交量突破400套，其中11月25日单日成交商品住宅456套。到了今年3月份，郑州楼市商品住宅成交量达到9840套，突破2007年楼市火爆时的月成交纪录，而在这个月25日，市区商品住宅日成交量再次突破400套，达到410套。就在市场分析“小阳春”时间不会长久之际，6月底再次出现单日成交突破400套的情况，6月25日，市区成交商品住宅433套。一时有人指出，楼市也出现在月底突击成交量的情况了。 过3月至6月连续4个月的上涨后，郑州楼市成交量会不会萎缩，再次让业内关注。7月底，楼市突击成交量的情况再一次出现，7月23日市区成交商品住宅438套，7月29日商品住宅成交量455套，7月30日市区成交商品住宅478套。7月份再次上演去年11月份以来的一个月内出现3个单日成交量突破400套的情况，并且7月30日的478套日成交量，突破了郑州楼市调整一年多来的最高单日销售纪录。 我要评论	房产
东4环欢乐1+2预计年底开盘户型面积50-200平米 新浪房产讯(编辑 田硕)欢乐1+2(论坛 相册 户型 样板间 点评 地图搜索)项目预计2010年年底或2011年年初开盘，开盘物业类型为商铺，40年产权，目前均价待定，户型面积50-200平米。项目位于朝阳区东四环四方桥欢乐谷南500米。 欢乐1+2项目处在北京东部新崛起的也是离CBD最为便利的版块、就是近来被房地产业界称为‘四方新区’的CBD绿色版块，已成为楼市比较火热的地带，是产品设计、居住环境与购房者关注度较高的区域。 >>金秋购房季开幕 14大区域热盘集结 欢乐1+2项目内接东二环、东三环、东四环、东五环乃至长安街等城市主干线。京沈高速距项目800米，京津塘高速距项目2公里，地铁7号线垡头站400米。周边聚集了400亩的窑洼湖公园、100万平米的欢乐谷休闲公园以及大型的CBD国际高尔夫球场和乐购超市。 以上信息仅供参考，最终以开发商公布为准。 点击查看更多打折优惠楼盘信息 点击查看最新楼盘户型展示	房产
清华七校自主招生联考初审结束通过数增加40% 本报讯(记者周逸梅)近日，清华、人大等7所学校自主招生“七校联考”初审结束，由于今年申请的优秀考生较去年增加，加之初审通过率略有增加的因素，今年七校自主招生初审通过总数较去年增加了40%。 清华初审通过者中有15%是将清华作为第二志愿，约25%来自于县级或县级以下中学。考生已经可以通过自己的帐号登录“高水平大学自主招生报名网站”查询初审结果。据悉，在去年五校合作开展自主招生的基础上，今年浙江大学与人民大学的加入吸引了更多优秀考生进行申请，考生可以选择其中的两所高校进行申请，高校分别独立进行初审。 另悉，七所高校合作进行的“高水平大学自主选拔学业能力测试”(简称AAA测试)将于2月19日进行。今年的AAA测试在全国30个省、自治区、直辖市设置了33个考点，考生可以根据就近原则自由选择。各高校自主招生的复试工作预计将在3月初展开，复试时间将尽可能错开。而且，今年首次有香港和台湾地区的应届高中毕业生申请参加AAA测试。	教育
各大名校自主招生题刁钻 考生难招架 “你如何看待政府为拉动内需提出的4万亿计划？ ”“对北京‘机动车单双号限行’措施你有何看法？ ”数学最后一道大题考“数独”游戏……元旦期间，清华、北大、复旦、上海交大、同济等高校分别举行自主招生测试，灵活新颖的考题让平时习惯于应试的“考试机器”们直呼难招架。 上海交大考数独游戏 “太意外了，数学最后一道大题不是考数列或函数，居然是考非高考知识点——数独游戏！ ”1日，参加完交大冬令营的每位学生都对这道数独题印象深刻，有同学说，平时功课很忙，偶尔做做这种游戏就会被家长批评“不务正业”，现在考试碰到直呼“后悔”。也有考生反映，“题目不难但很活，对综合能力要求很高。 ” 原上海位育中学副校长姚国超点评说，数独题很新鲜，猜题押宝的考生肯定傻眼，这也为今后的出题思路打开了一扇新窗户，换种方式考查学生的逻辑思维能力，间接引导学生不要做“考试机器”。 清华考题要求给粉丝定义 清华大学的中英文综合题目则是选择了一段《汉书艺文志》的古文，先用中文翻译后，用英语概括主要意思并评论观点。在考卷中，有道题目给出了“酷”、“小众化”、“粉丝”等10个词汇，让考生选择其中5个，写出词语的定义。孟芊说，这些词是针对现在的语言现象考查考生的语言表达能力。很多新词没被汉语词典收录，评卷时只有参考答案，不设唯一答案。 至于新词定义的题目，考生普遍认为比较简单，“这些词语经常使用，我们都很熟悉。”也有考生反映很多词语很难去定义，比如“酷”。还有考生表示，清华出的词语还不够新，“现在都流行山寨、雷人和?了。 ” 北大考题出现对对联 “有腐败分子说腐败能促进和谐，经济发展，购买人与人之间的情感，批驳这种观点，恰当地运用5个古诗词句”。北大的考试以此为题，写出一篇作文。此外，流行歌曲也首次进入北大考题中。“有道题问，周杰伦《青花瓷》的歌词‘素胚勾勒出青花笔锋浓转淡，瓶身描绘的牡丹一如你初妆……’有什么语法错误。”爱听流行音乐的考生们对出现这样试题大多表示欢迎。北大成都招生负责人曹老师认为，这符合北大的招生原则，即关注民生、关注社会。 北大的考题还考学生们是否视野开阔，据学生们回忆，有一题出上联“博雅塔前人博雅”，叫学生以北大的景物对下联，着实难倒了不少考生。“我对不出下联，只好以成都的景物答题”，专程从攀枝花来蓉参加考试的一名张姓女生说。 更多高考信息请访问：新浪高考频道 高考论坛 高考博客圈 高考贴吧 特别说明：由于各方面情况的不断调整与变化，新浪网所提供的所有考试信息仅供参考，敬请考生以权威部门公布的正式信息为准。	教育
2010年四川新课改教材选定以“人教版”为主 我省将从今年秋季学期入学的高一年级开始实施普通高中新课程改革。记者从昨日启动的成都市普通高中新课程改革校长专题培训活动中了解到，我省的“新课改”已是箭在弦上，不仅选定了以“人教社”为主的教材，确定普通高中今年8月底前完成全新的“通用技术”课程2个必修模块实验室建设，还开始对教育工作者进行培训，以确保“新课改”顺利进行。 昨天上午，成都市教育局在实验外国语学校(西区)启动了全市普通高中新课程改革校长专题培训活动，确立了成都市100多所普通高中分管教学工作的副校长和教导主任，各区(市)县教育局分管教学的局长及区(市)县教研室负责人将通过前后持续4个月的培训，成为“新课改火种”，进而带领全市教师启动“新课改”。会上一项重要决定是，目前成都市已经确定“新课改”的教材版本。通过专家组“盲评”，成都市“新课改”的教材将以“人教社”版本为主，目前在初中和小学使用的“北师大”版没有入选。 新课改后，“通用技术”、“综合实践活动”实践性更强的内容等将进入课程体系。校长们认为，新课改最显著的变化之一，就是在普通高中引入了一门全新课程——“通用技术”，教学生基本生存技巧。按计划，成都市普通高中将在今年8月底前完成全新的“通用技术”课程2个必修模块实验室建设，并陆续建设部分选修模块的“通用技术实验室”，确保“通用技术”课顺利开展。“通用技术课将教会学生如何学以致用，加强学生动手能力培养，激发学生创新能力。”(记者：王迪 肖笛)	教育
成考网上“试题”“答案”都是忽悠 记者9日从省考试院获悉，2011年成人高校招生考试将于10月15、16日(本周末)举行。2011年我省成人高考报名人数共131255人，其中，高中起点升专科的报名人数76650人；高中起点升本科的3435人；专升本51170人。其中，合肥市报名人数达38166人，比去年增加2000多人，原巢湖市1477名考生2011年首次到合肥市参加考试。 网上“试题”“答案”都是忽悠 省考试院相关负责人表示，在成人高考考试前，一些不法分子经常利用网络、电子邮件、手机短信等手段兜售所谓“试题”、“答案”并违法制售无线信号接收设备，非法牟利。该负责人提醒广大考生，要正确对待考试，诚信备考，不要购买所谓“试题”、“答案”，不给犯罪分子可乘之机，遇到可疑情况应立即报告当地公安部门和考试机构，以免上当受骗。 另悉，从2011年开始，教育部统一建立国家教育考试诚信档案信息库，违规违纪者除受处理外，还将记入全国联网的“违反诚信考试电子档案”。凡组织、参与作弊的考生，如是在校学生，将由其所在学校给予直至开除学籍的处理；如是在职人员，由考试机构将其作弊行为记录并通报其所在单位，由所在单位给予严肃处理。对于团伙作弊，触犯法律的，由司法机关追究其刑事责任。 合肥市考场线路图公布 据合肥市考试院副院长陆昌云介绍，合肥市共有38166人报名参加成人高校招生考试，全市共设立47个考点，1279个考场，考生可在10月10日～12日领取准考证，考生如在考试前发现信息有误，请到合肥市考试院四楼更正信息。 具体考试安排如下：专升本考试时间为10月15日上午9：00～11：30，下午14：30～17：00；10月16日上午9：00～11：30。另外，高中起点升本科考生需考四科，16日下午14：30～16：30考史地或理化，高中起点升本科考场均设在三联学院。 另悉，合肥市成人高考考场安排及公交线路图昨天同时公布(具体信息考生可登录星空社区www.xksq.net查询)，考生在考试前一天应提前熟悉考场，安排好出行线路，以免迟到或跑错考场。(市场星报—记者 桑红青)	教育
黑龙江数学试题：试题梯度平缓 突出新课改内容 东北网6月7日讯 2010年高考数学学科考试已结束，哈师大附中一级教师、中国数学奥林匹克高级教练员赵岩老师认为，试卷朴实无华，梯度合理，拙中见巧，平中见奇。试题容易入手，但要得高分或满分仍有一定难度，计算量较大，对空间想象能力与理性思维能力要求高。全卷总体难度低于2009全国二卷，略难于2009年宁夏卷。 赵岩老师介绍说，2010年全国高考数学试题(吉、黑，辽卷)与2009年全国高考数学试题(宁夏、海南卷)结构相同，分值相同：单项选择题12道，填空题4道，共80分，解答题5道，共60分，选做题3道(三选一)，共10分。试题主要内容分布在函数(含导数)、不等式、数列、立体几何、解析几何、概率统计、三角等主干知识上。 梯度平缓稳中求变 赵岩老师认为，今年的数学高考试题与新课程改革紧密结合。三种题型梯度合理，选择题突出考查基础知识，基本方法，都是平时训练的知识点，没有创新问题，增加了新教材内容算法(选择题理科第7题，文科第8题)，但也是平常训练的基础题。填空题难度与去年相当，但是更突出了新增内容理科13题，文科第14题背景朴实，载体较浅，考察了定积分的定义，理科第14题，文科第15题开放题，考查了三视图，这两道填空题突出了新课改内容；理科第16题考查了解三角形，突出了算理，部分考生算法不好的话，计算量就会较大，耽误时间。 解答题设计稳中有变，试题的排序更趋合理，对考生正常发挥，起到良好的心理暗示作用。文理科第17题都是考查数列内容，属于平时训练的基础题，文科突出等差数列的基本量思想及函数观点，理科突出了累加法求通项，倍差法求和的基本方法，起点较低和考试大纲的要求完全吻合，与去年相比难度大大降低。理科第18题考查了立体几何的线线垂直与线面角，文科考查面面垂直与锥体体积，都突出了应用空间向量解题的意识，和新增内容空间向量的要求相吻合，对于一些考生有些不适应。文、理科第19题都考查了新增内容独立性检验的其本思想及初步应用，前两问属于基础题，第三问是一个开放题，要得满分不容易，如果教师和考生在复习中不够全面，本题得分会受很大影响。文、理科20题同时考查了解析几何中的椭圆，与去年难度相当，相当于平时模拟题的中档题，不偏不怪，与考纲要求完全吻合。文、理科第21题同时考查导数，比去年略简单，第一问求单调区间，第二问是恒成立问题，属于平时重点训练的常规题型，但是对于文科生来说，导数部分的考查要比课改之前略难了。 三道选做题，分别是平面几何，参数方程以及绝对值不等式，三道题都相当于平时训练的中档偏下题目，学生比较容易上手，大部分考生选择了绝对值不等式或者参数方程。这套题要取得高分也绝非易事。 注重基础能力立意突出新课改内容 赵岩老师说，今年数学试题紧扣数学科考试大纲，强调基础与能力并重、知识与能力并举，突出考查了思维、运算、空间、等几方面的能力，题目所涉及的知识内容限定在考试大纲的范围内，突出考查了函数、不等式、数列、直线与平面、解析几何、导数与统计等高中数学的重要内容，体现了“重点知识重点考查”的原则，对教材新增内容的考查全面，且难易适度，既体现了基础知识的与时俱进又有利于中学数学教学。对数学思想和方法的考查始终贯穿于试卷之中，试卷较去年比，对旧教材内容的考查更注重基础，常规方法，对新增内容，按着课时要求，加大了考查力度，约占37分，所占比例较大。(记者：朱丹钰)	教育
高云龙严肃考风考纪 保证高考顺利实施 6月7日，高考(微博)第一天上午，副省长高云龙来到省招办青海省国家教育统一考试考务指挥中心，网上巡视全省考场考试动态。还通过教育部国家教育考试考务指挥中心汇报我省高考有关情况。教育部考试中心主任戴家平等领导听取了我省的汇报后指出，青海省近年来考前各项准备工作周密细致，省委省政府高度重视教育和高考工作，相信青海一定能办好让人民满意的高考。并表示对青海标准化考场下一步建设将给予全力支持。 高云龙通过网上指挥系统向全省招生考试战线工作人员表达了问候。他说，一年一度的高考是广大考生和全社会各界十分关心的一件大事，省委、省政府高度重视高考招生录取工作，省教育厅、省招办和各地教育、招生考试主管部门做了大量工作。希望全省招考战线工作人员继续努力，再接再厉，加强管理，严肃考风考纪，确保考试安全，保证今年高考顺利实施。 高云龙要求各地，充分利用现代化的指挥平台，加强网上、视频监控力度，发挥震慑作用，不要让徇私舞弊行为在我省发生。各级教育部门和招考机构要制定好各种突发事件应急预案，防患于未然。按照“阳光招生”要求，做好网上评卷、填报志愿、招生录取等各个阶段的工作，确保我省考生能够享受到更多更好的高等教育资源，让更多考生拥有接受高等教育的机会。教育和招生考试主管部门继续努力，以考试安全为核心， 全力做好各项考务工作，提高招生考试工作的社会满意度，尽可能让所有考生、家长和社会各界放心。 据省招办负责人介绍，考务指挥平台的建成在各类考试中发挥了重要作用，特别是网上监控系统有效震慑了各种违规舞弊心理，使违纪事件的发生率大大降低；同时，督促监考老师和考试工作人员认真履行职责，监控录像也可以作为查处考风考纪和考试泄密案件的重要依据，对违纪行为给予有力的打击。 目前，除玉树州考区外的州地市及考点的考务管理平台全部进入巡查运行状态。已建成的标准化考场在高考中全部启用，实施巡查监控并全程录像。对录像资料按照“分级管理、分级负责”的管理体制，6月16日前，考区将录像资料按科目、考场分类，报所在州地市招考办(油田教育管理中心交省招办)，做好后期审查监督工作。(作者：赵静)	教育
两度考研过来人想对07勇士们说的四句话 作者：一一九九 我考了两次研，第一次是毕业11年后的2005年度，考中文，英语52分，因为自己在A类区，分数线是55分，所以差三分，可以调剂，因为有家有子，所以放弃。第二次是今年，英语67分，政治84，总分416分，国家线最低分数是57分，总分350分，足够了，是吧。有许多同学和同事问我怎么考的，自己也早就想写下什么东西来，给曾经勇敢的自己和后来的勇士们，称考研的人们为勇士一点都不过分，真的，无论在这条路上你走了多远，如果你真心地付出了，都会有所获。一直因为对这事太过慎重，有好几次都是千言万语却难以下笔，如对后来者有所裨益，将是我最大的安慰。 先说心理准备，再说实施方案吧。 我考研是因为工作时间久了，对自己现有的生活状态和原有的知识结构都有所疲惫，心里再无激情，于是，埋在内心深处的读书的梦想便冒了出来。从小到大，我都是个极其慵懒之人，平和而不思进取，有一句话常挂在嘴边：“能坐着的时候别站着，能躺着的时候别坐着。”因为这个原因吧，我几乎没有认真学习过，只是凭着聪明和运气，成绩还不算错，但是最终还是只读了个专科就工作了。直到这一次自己下决心考研了，才猛然地意识到，这或许是我有生以来第一次想认真地做一件事情。 后来的一系列事实也告诉我：这一次慎重是对的，平生第一次认真是对的，尽管它来得有点迟。 所以，我想告诉后来者的第一句话就是：如果你想考研，并想考上的话，请一定要懂得“端正”态度。 如果你分心了，如果你轻视了，如果你侥幸了，对不起，很可能没戏哦！千万别小看了态度这一点，如果你只是抱着玩票的心理来做这事，你第一步已经输了。天才不多，对于绝大部分的人来说，你不是，我不是，大家都不算是！ 第二句话就是，你得懂得“舍弃”舒适。 从此后，你只是一个考试机器，只是生活的旁观者，只是一台只输一个程序的电脑，不可以有喜悲不可以有欲望，每天只有书本和最基本的生理需求，早睡半小时是奢望、打开电视机是奢望、甚至和路人站着聊天也是奢望。我考试的时候，最后几个月，几乎没去看望过爹妈、几乎没做过饭(吃食堂)、几乎没参加过任何的聚会等等，考试最后十天的时候，朋友劝我调节睡眠时间，早睡早起，还是有点舍不得，终于有一天狠狠心，十一点就合书睡下，开心得不敢相信自己竟然还有这个福份。 第三句话是：你得有“健康”的身体。 经得起每天坐十几个小时，经得起每天只睡几个小时，经得起每天吃最简单而不可口的饭菜，经得起一天几包咖啡的折磨，要是女孩的话，还得经得起因此而在脸上频繁出现的黑癍或是痘痘什么的。总之，想起过去那么久非人的折磨，可以用一个词形容：“心有余悸”！ 最后一句话就是“坚强”。 无论什么样的挫折，都阻拦不了你前进的脚步，都破不了你必胜的心态，如果这样的话，成功就在前面不远处等着你。 关于具体实施环节，如果你是一个新手，听我说几个“至少”。 一个至少：至少一家辅导班。 由于是新手，考研的过程、重点是什么，怎样少走弯路，得有人系统地告知，靠零星的经验是不够的，所以你得报一家辅导班，现在辅导班铺天盖地，会让人无所释从，我也不知什么才是适合你的，其实只要一个有全国性影响的班就可以了。 二个至少：至少一个重视。 那就是重视英语，我们是考文的，由于没有数学，所以英语相对要求分数要高许多，这就要求我们对英语有足够的重视。不停地背单词，从头到尾，背了忘、忘了背，反反复复不厌其烦，没有多少好办法，我买的是一系列的，有大中小三本，挺方便的。然后就是做历年真题，在这里，关键不是“做”，而是做后的“消化”，这才至关重要，把试卷中的每一个词句都看透，别求快，只求过一遍有一遍的收益。接着是做“大家”的模拟题，别选不知名的人的题目乱做，做后又不消化，这没什么效果。我当时有针对性地分阶段地选了几个人的题目来做。 做完真题已经到十月底了，我就在这个时期选了毕金献的十套题目。老先生的题目是非常难的，前面六十分拿到十几分都是常事。如果这十套题，你前六十分都可以拿到三十分上下，基本上是没问题。他的题目适合中早期做，一是有时间慢慢消化，二是不会因为做得太差而受打击，甚至影响到最终的考试成绩。十一月底，好不容易做完毕金献老人家的题目，我买了张锦芯老师的十套模拟题。她老人家的题目相对来说要简单地多，我当时做了，前六十分基本上都可以拿到四十分以上，信心大增。消化起来相对用的时间较短，也较易。十二月底，买了最后一本模拟题是朱泰琪的，这一套题目也相对易些，难易程度介于上两人的中间，一天做完，两至三天消化，完了，也该考试了。在这中间，我背了约二十篇英语作文，练了十篇左右。 三个至少：至少保证用力相对均匀。 因为，考研的分数线是水桶式的，每一门单科都必须过线，总分还得过线，少一样都不可以，就算都过线了，如果排名靠后的话，也不一定能录取，所以，大家都得根据自己的现实情况来决定自己用力的方向，千万不要因为哪一项不够而落马。 关于政治，九月份以前只要看一遍就行，九月至最后冲刺阶段，只看选择题即可，到十二月中下旬开始买两本练习题书，我今年没背大题，只是每本小册子都看了四五遍，混个眼熟。 到考试，打开试卷，都很熟悉，心里乐开了花。 至于专业课，因人而异，在此就不多说了。 更多信息请访问：新浪考研频道 考研论坛 考研博客圈 特别说明：由于各方面情况的不断调整与变化，新浪网所提供的所有考试信息仅供参考，敬请考生以权威部门公布的正式信息为准。	教育
加拿大投资移民“限额”令再催留学热 近年来，加拿大成为投资移民(微博)的新热门，每年都有数千中国人成为“新加拿大人”。但新移民也给加拿大带来了巨大压力。为此，今年7月1日，加拿大发布新政———每年仅接受700个投资移民申请。面对此“僧多粥少”的现状，达利通留学移民专家表示，随着加拿大留学门槛和工作签证的逐渐放宽后，留学将成为获得加拿大绿卡更好的途径。 投资移民加拿大名额骤减 近年来，加拿大以其优厚的福利成为投资移民的新热门，每年都有数千中国人成为“新加拿大人”。与此同时，加拿大联邦政府决定控制移民人数，以减少新移民带来的巨大压力。今年7月1日，加拿大联邦政府发布政策———每年仅接受700个投资移民申请。目前，加拿大全境仅有魁北克省还接受其他移民申请。但达利通专家预计，魁北克很快也会实行名额限制，投资移民加拿大，路越来越窄了。 专家称，近十年来，投资移民加拿大的中国人越来越多，加拿大政府已经出台过一项政策———将投资移民的存款限额从最低40万加币升至80万加币，将个人资产最低限额从80万加币升至180万加币。但这一政策出台后，申请投资移民加拿大的人数不降反升。无奈之下，去年6月，加拿大联邦政府宣布停止接受投资移民。 投资移民“限额”稍纵即逝 今年7月1日，加拿大联邦政府宣布了新投资移民政策：除魁北克省外，每年7月1日至次年6月30日仅接受700个投资移民申请。消息传出，各移民机构迅速派出人员递交手头上积累的投资移民申请。据悉，7月1日当天，国内很多留学移民中介机构就到了移民局所在的悉尼市，这个本来很少见到中国人的小镇已经被各移民机构的华人“占领”了。7月1日当天，提交的申请就超过700人的限额。据说，有移民机构一次性就提交了几十人的申请。7月18日，加拿大移民局正式对外宣布，2012年6月30日前的投资移民申请已满，下次申请时间为2012年7月1日。 现在想移民加拿大，只能选择魁北克省了。业内专家说，加拿大魁北克省仍在接受投资移民申请。但由于联邦政府的投资移民政策收紧，魁北克省的投资移民压力迅速增大。预计今年年底，魁北克省也会出台类似的投资移民名额限制政策了。时下业内已有传闻魁北克省下半年也会设限2500名，甚至会考虑在申请之初，收取数额不菲的押金作为附加条件。 移民取道留学更可取 加拿大全面限制投资移民申请之后，想申请投资移民的中国人该怎么办？专家预测，如果连魁北克也出台限制政策，选择投资移民美国的中国人数量会翻一倍。而同时，加拿大留学热也逐渐兴起，因为根据加拿大留学和工作签证政策的逐渐放宽，赴加留学并拿到工作签证后，获得加拿大绿卡的机会非常大。 虽然加拿大的投资移民政策在逐渐收紧，但留学门槛却逐渐放宽，以前的留学门槛要求学生家长拥有1年以上80万元人民币存款，但现在的政策只要求学生雅思成绩高于5.5分、加拿大政府承认的学院录取通知书、学费和一年生活费，就可留学加拿大。算下来，现在家长只需要提供8万元，就可以送孩子去加拿大读书。毕业后，加拿大政府还会立刻提供3年工作签证，工作满一年即可拿到加拿大绿卡———换句话说，留学加拿大，基本就可以移民了。 随着投资移民加拿大名额的减少，留学将成为获得加拿大绿卡的捷径。	教育
四川非延考区延考区征集志愿同期进行 我省2008年普通高校招生录取征集志愿时间确定 记者昨日从省教育考试院获悉，我省非延考区和延考区高校招生录取将同期进行，并已经确定各批次公开征集志愿时间。 为深入实施阳光工程，进一步提高考生志愿满足率，按照教育部有关规定，结合我省实际，我省决定今年继续在普通高校录取中对各批次可能出现的未完成计划，采取公开征集同批录取控制分数线以上未录取考生志愿的办法。我省非延考区和延考区录取将同期进行。因此，非延考区和延考区各批次公开征集志愿工作亦同期进行。 省教育考试院要求各地向考生做好宣传工作，并要求考生在确定自己被录取以前不要远离报考所在县(市、区)，在上述可能征集志愿的时间保持报名时所留联系电话的畅通，同时主动向县(市、区)招办了解相关情况。 征集志愿时间表 ①普通高校提前批7月31日左右；本科第一批8月8日左右；本科第二批8月16日左右；本科第三批8月24日左右；专科第一批9月2日左右；专科第二批9月10日左右。 ②艺术、体育类院校(专业)本科批次7月30日左右；专科批次8月13日左右。 ③在同一个批次的录取中，若须第二次征集志愿，则第二次征集时间一般安排在第一次征集后的第二天或第三天。(记者：周波) 更多高考信息请访问：新浪高考频道 高考论坛 高考博客圈 高考贴吧 特别说明：由于各方面情况的不断调整与变化，新浪网所提供的所有考试信息仅供参考，敬请考生以权威部门公布的正式信息为准。	教育
2008年全国高校自主设置及撤销的学科专业名单 新浪教育讯 近日，教育部公布了2008年备案的一级学科范围内自主设置学科、专业名单(按学位授予单位排列、按一级学科排列)以及2008年撤销的已备案自设学科、专业名单。 自主设置学科、专业工作介绍 为扩大学位授予单位的办学自主权，进一步加强学科建设，促进新兴、交叉学科的建设与发展，鼓励学位授予单位调整学科结构、优化学科布局，国务院学位委员会和教育部于2002年起开展了在博士学位授权一级学科范围内自主设置学科、专业的改革试点工作。 相关新闻：2007年备案的高校自设学科专业名单 更多信息请访问：新浪考研频道 考研论坛 考研博客圈 特别说明：由于各方面情况的不断调整与变化，新浪网所提供的所有考试信息仅供参考，敬请考生以权威部门公布的正式信息为准。	教育
